target_idx,sentence,pred,prob,true_label,context_idx
65776,lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded . ,1,0.9973884224891663,1,"[17213, 28282, 28183, 54090, 6391, 24270, 23729, 1116, 47288, 40011, 52429, 24844, 30449, 29298, 59999, 18835, 55270, 44384, 48431, 23122, 52029, 25050, 23728, 22144, 34348, 56178, 50070, 61052, 62468, 59485, 41857, 14676, 13864, 58398, 64481, 51787, 21352, 8984, 43806, 49922, 23434, 65990, 5818, 49508, 42571, 63311, 39400, 30769, 31535, 48424, 17424, 18477, 38992, 9433, 5046, 61679, 42615, 51454, 55365, 9726, 21479, 52295, 47788, 58742]"
14146,"sensitive , smart , savvy , compelling coming-of-age drama ",1,0.9967664480209351,1,"[17213, 28282, 28183, 54090, 6391, 24270, 23729, 1116, 47288, 40011, 52429, 24844, 30449, 29298, 59999, 18835, 55270, 44384, 48431, 23122, 52029, 25050, 23728, 22144, 34348, 56178, 50070, 61052, 62468, 59485, 41857, 14676, 13864, 58398, 64481, 51787, 21352, 8984, 43806, 49922, 23434, 65990, 5818, 49508, 42571, 63311, 39400, 30769, 31535, 48424, 17424, 18477, 38992, 9433, 5046, 61679, 42615, 51454, 55365, 9726, 21479, 52295, 47788, 58742]"
52191,all the comic possibilities of its situation ,1,0.9256319403648376,1,"[17213, 28282, 28183, 54090, 6391, 24270, 23729, 1116, 47288, 40011, 52429, 24844, 30449, 29298, 59999, 18835, 55270, 44384, 48431, 23122, 52029, 25050, 23728, 22144, 34348, 56178, 50070, 61052, 62468, 59485, 41857, 14676, 13864, 58398, 64481, 51787, 21352, 8984, 43806, 49922, 23434, 65990, 5818, 49508, 42571, 63311, 39400, 30769, 31535, 48424, 17424, 18477, 38992, 9433, 5046, 61679, 42615, 51454, 55365, 9726, 21479, 52295, 47788, 58742]"
813,us a slice of life that 's very different from our own and yet instantly recognizable ,1,0.9981093406677246,1,"[17213, 28282, 28183, 54090, 6391, 24270, 23729, 1116, 47288, 40011, 52429, 24844, 30449, 29298, 59999, 18835, 55270, 44384, 48431, 23122, 52029, 25050, 23728, 22144, 34348, 56178, 50070, 61052, 62468, 59485, 41857, 14676, 13864, 58398, 64481, 51787, 21352, 8984, 43806, 49922, 23434, 65990, 5818, 49508, 42571, 63311, 39400, 30769, 31535, 48424, 17424, 18477, 38992, 9433, 5046, 61679, 42615, 51454, 55365, 9726, 21479, 52295, 47788, 58742]"
8581,in alcatraz ' ... a cinematic corpse ,0,0.997603714466095,0,"[17213, 28282, 28183, 54090, 6391, 24270, 23729, 1116, 47288, 40011, 52429, 24844, 30449, 29298, 59999, 18835, 55270, 44384, 48431, 23122, 52029, 25050, 23728, 22144, 34348, 56178, 50070, 61052, 62468, 59485, 41857, 14676, 13864, 58398, 64481, 51787, 21352, 8984, 43806, 49922, 23434, 65990, 5818, 49508, 42571, 63311, 39400, 30769, 31535, 48424, 17424, 18477, 38992, 9433, 5046, 61679, 42615, 51454, 55365, 9726, 21479, 52295, 47788, 58742]"
39696,dreadful romance ,0,0.9978512525558472,0,"[17213, 28282, 28183, 54090, 6391, 24270, 23729, 1116, 47288, 40011, 52429, 24844, 30449, 29298, 59999, 18835, 55270, 44384, 48431, 23122, 52029, 25050, 23728, 22144, 34348, 56178, 50070, 61052, 62468, 59485, 41857, 14676, 13864, 58398, 64481, 51787, 21352, 8984, 43806, 49922, 23434, 65990, 5818, 49508, 42571, 63311, 39400, 30769, 31535, 48424, 17424, 18477, 38992, 9433, 5046, 61679, 42615, 51454, 55365, 9726, 21479, 52295, 47788, 58742]"
23687,"a loud , brash and mainly unfunny high school comedy . ",0,0.9969586133956909,0,"[17213, 28282, 28183, 54090, 6391, 24270, 23729, 1116, 47288, 40011, 52429, 24844, 30449, 29298, 59999, 18835, 55270, 44384, 48431, 23122, 52029, 25050, 23728, 22144, 34348, 56178, 50070, 61052, 62468, 59485, 41857, 14676, 13864, 58398, 64481, 51787, 21352, 8984, 43806, 49922, 23434, 65990, 5818, 49508, 42571, 63311, 39400, 30769, 31535, 48424, 17424, 18477, 38992, 9433, 5046, 61679, 42615, 51454, 55365, 9726, 21479, 52295, 47788, 58742]"
16134,"a mushy , existential exploration of why men leave their families ",0,0.9638531804084778,0,"[17213, 28282, 28183, 54090, 6391, 24270, 23729, 1116, 47288, 40011, 52429, 24844, 30449, 29298, 59999, 18835, 55270, 44384, 48431, 23122, 52029, 25050, 23728, 22144, 34348, 56178, 50070, 61052, 62468, 59485, 41857, 14676, 13864, 58398, 64481, 51787, 21352, 8984, 43806, 49922, 23434, 65990, 5818, 49508, 42571, 63311, 39400, 30769, 31535, 48424, 17424, 18477, 38992, 9433, 5046, 61679, 42615, 51454, 55365, 9726, 21479, 52295, 47788, 58742]"
34430,is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics . ,1,0.9982520937919617,1,"[17213, 28282, 28183, 54090, 6391, 24270, 23729, 1116, 47288, 40011, 52429, 24844, 30449, 29298, 59999, 18835, 55270, 44384, 48431, 23122, 52029, 25050, 23728, 22144, 34348, 56178, 50070, 61052, 62468, 59485, 41857, 14676, 13864, 58398, 64481, 51787, 21352, 8984, 43806, 49922, 23434, 65990, 5818, 49508, 42571, 63311, 39400, 30769, 31535, 48424, 17424, 18477, 38992, 9433, 5046, 61679, 42615, 51454, 55365, 9726, 21479, 52295, 47788, 58742]"
25417,a shallow rumination on the emptiness of success ,0,0.9973046779632568,0,"[17213, 28282, 28183, 54090, 6391, 24270, 23729, 1116, 47288, 40011, 52429, 24844, 30449, 29298, 59999, 18835, 55270, 44384, 48431, 23122, 52029, 25050, 23728, 22144, 34348, 56178, 50070, 61052, 62468, 59485, 41857, 14676, 13864, 58398, 64481, 51787, 21352, 8984, 43806, 49922, 23434, 65990, 5818, 49508, 42571, 63311, 39400, 30769, 31535, 48424, 17424, 18477, 38992, 9433, 5046, 61679, 42615, 51454, 55365, 9726, 21479, 52295, 47788, 58742]"
