target_idx,sentence,pred,prob,true_label,context_idx
65776,lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded . ,,0.904684841632843,1,[]
14146,"sensitive , smart , savvy , compelling coming-of-age drama ",,0.7254674434661865,1,[]
52191,all the comic possibilities of its situation ,,0.6012497544288635,1,[]
813,us a slice of life that 's very different from our own and yet instantly recognizable ,,0.3788067102432251,1,[]
8581,in alcatraz ' ... a cinematic corpse ,,0.5523099899291992,0,[]
39696,dreadful romance ,,0.7623712420463562,0,[]
23687,"a loud , brash and mainly unfunny high school comedy . ",,0.5777302980422974,0,[]
16134,"a mushy , existential exploration of why men leave their families ",,0.8006054759025574,0,[]
34430,is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics . ,,0.9645617008209229,1,[]
25417,a shallow rumination on the emptiness of success ,,0.6087849140167236,0,[]
15208,give it a marginal thumbs up ,,0.9177387952804565,1,[]
56954,daring and beautifully made . ,,0.8352687358856201,1,[]
36313,should be thrown back in the river ,,0.42339497804641724,0,[]
31382,well-written and occasionally challenging social drama ,,0.9376287460327148,1,[]
32810,character-driven storytelling ,,0.4816538095474243,1,[]
53235,"to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting ",,0.8332265019416809,0,[]
12568,lacks ,,0.5550528168678284,0,[]
59428,"perception , conviction ",,0.6690868139266968,1,[]
37091,adds an almost constant mindset of suspense ,,0.6882646679878235,1,[]
35658,burnt out on it 's a wonderful life marathons and bored with a christmas carol ,,0.37624648213386536,0,[]
56168,make like the title and dodge this one ,,0.32947659492492676,0,[]
37009,dead gorgeous ,,0.920093834400177,1,[]
44421,might more accurately be titled mr. chips off the old block ,,0.8486291170120239,0,[]
26827,film a must for everyone from junior scientists ,,0.3215399384498596,1,[]
18148,an elegance and maturity ,,0.7261149287223816,1,[]
63779,more grueling and ,,0.26487094163894653,0,[]
19391,"tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality . ",,0.8186579346656799,0,[]
45241,emotionally bruised characters ,,0.7251022458076477,0,[]
18599,"a tired , unnecessary retread ... ",,0.49080491065979004,0,[]
2861,"loose , unaccountable ",,0.578075647354126,0,[]
54212,neither original ,,0.29032811522483826,0,[]
25221,"some good , organic character work , ",,0.8302704095840454,1,[]
67068,doubtful this listless feature will win him any new viewers ,,0.7522289156913757,0,[]
14026,bad acting ,,0.9011569023132324,0,[]
4026,"it does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity . ",,0.9375556111335754,1,[]
37796,... a funny yet dark and seedy clash of cultures and generations . ,,0.7101185917854309,1,[]
50685,"the rich and sudden wisdom , the film ",,0.8303456902503967,1,[]
31045,as one of the great films about movie love ,,0.635321319103241,1,[]
52250,have no bearing on the story ,,0.5263487100601196,0,[]
57931,wickedly funny and ,,0.502146303653717,1,[]
46062,"filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy ",,0.7531551122665405,0,[]
33962,if it were subtler ... or if it had a sense of humor ,,0.5304646492004395,0,[]
22109,"and it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen . ",,0.9605209827423096,1,[]
978,of classic romantic comedy to which it aspires ,,0.6067167520523071,1,[]
33657,singing long after the credits roll ,,0.3230551481246948,1,[]
7348,this italian freakshow ,,0.9927099943161011,0,[]
22056,"the film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting ",,0.607600748538971,1,[]
33604,kids to watch too many barney videos ,0.0,0.38715723156929016,0,[]
57086,by turns very dark and very funny ,,0.8182271718978882,1,[]
29,"the plot is nothing but boilerplate clichés from start to finish , ",,0.3514667749404907,0,[]
