target_idx,sentence,pred,prob,true_label,context_idx
65776,lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded . ,1.0,0.9991795420646667,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
14146,"sensitive , smart , savvy , compelling coming-of-age drama ",1.0,0.9997195601463318,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
52191,all the comic possibilities of its situation ,1.0,0.9994654059410095,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
813,us a slice of life that 's very different from our own and yet instantly recognizable ,1.0,0.9994723200798035,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
8581,in alcatraz ' ... a cinematic corpse ,0.0,0.9984740614891052,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
39696,dreadful romance ,0.0,0.9997628331184387,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
23687,"a loud , brash and mainly unfunny high school comedy . ",0.0,0.9996153116226196,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
16134,"a mushy , existential exploration of why men leave their families ",0.0,0.9976984858512878,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
34430,is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics . ,1.0,0.9995236396789551,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
25417,a shallow rumination on the emptiness of success ,0.0,0.9997233748435974,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
15208,give it a marginal thumbs up ,1.0,0.9916080236434937,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
56954,daring and beautifully made . ,1.0,0.9993859529495239,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
36313,should be thrown back in the river ,0.0,0.9995750784873962,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
31382,well-written and occasionally challenging social drama ,1.0,0.9995555281639099,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
32810,character-driven storytelling ,1.0,0.9994227886199951,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
53235,"to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting ",0.0,0.9994188547134399,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
12568,lacks ,0.0,0.9989988207817078,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
59428,"perception , conviction ",1.0,0.9902370572090149,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
37091,adds an almost constant mindset of suspense ,1.0,0.9989724159240723,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
35658,burnt out on it 's a wonderful life marathons and bored with a christmas carol ,0.0,0.9951928853988647,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
56168,make like the title and dodge this one ,0.0,0.9996306896209717,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
37009,dead gorgeous ,1.0,0.9994588494300842,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
44421,might more accurately be titled mr. chips off the old block ,0.0,0.9975169897079468,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
26827,film a must for everyone from junior scientists ,1.0,0.9978875517845154,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
18148,an elegance and maturity ,1.0,0.999606192111969,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
63779,more grueling and ,0.0,0.9968773126602173,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
19391,"tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality . ",0.0,0.9989497065544128,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
45241,emotionally bruised characters ,0.0,0.9976352453231812,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
18599,"a tired , unnecessary retread ... ",0.0,0.9995105266571045,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
2861,"loose , unaccountable ",0.0,0.9989230036735535,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
54212,neither original ,0.0,0.9964956641197205,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
25221,"some good , organic character work , ",1.0,0.999366819858551,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
67068,doubtful this listless feature will win him any new viewers ,0.0,0.9996086955070496,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
14026,bad acting ,0.0,0.9995864033699036,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
4026,"it does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity . ",1.0,0.9991950392723083,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
37796,... a funny yet dark and seedy clash of cultures and generations . ,1.0,0.9985752105712891,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
50685,"the rich and sudden wisdom , the film ",1.0,0.9983834028244019,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
31045,as one of the great films about movie love ,1.0,0.9994390606880188,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
52250,have no bearing on the story ,0.0,0.9994521737098694,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
57931,wickedly funny and ,1.0,0.9989511966705322,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
46062,"filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy ",0.0,0.9995720982551575,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
33962,if it were subtler ... or if it had a sense of humor ,0.0,0.9979514479637146,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
22109,"and it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen . ",1.0,0.9995098114013672,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
978,of classic romantic comedy to which it aspires ,1.0,0.9515020847320557,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
33657,singing long after the credits roll ,1.0,0.9995678067207336,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
7348,this italian freakshow ,0.0,0.997359573841095,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
22056,"the film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting ",1.0,0.9974874258041382,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
33604,kids to watch too many barney videos ,0.0,0.9985150694847107,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
57086,by turns very dark and very funny ,1.0,0.9991797804832458,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
29,"the plot is nothing but boilerplate clichés from start to finish , ",0.0,0.9994107484817505,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
490,transfixes the audience ,1.0,0.9997525811195374,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
27804,complex and honest ,1.0,0.9996103644371033,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
61514,ducts does n't mean it 's good enough for our girls ,0.0,0.999114453792572,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
45641,lazy tearjerker ,0.0,0.9998007416725159,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
46458,dead ,0.0,0.9992126226425171,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
29544,been remarkable ,1.0,0.9994643330574036,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
29364,"us love it , too . ",1.0,0.9984114170074463,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
65516,"if you are curious to see the darker side of what 's going on with young tv actors ( dawson leery did what ?!? ) , or see some interesting storytelling devices , you might want to check it out ",1.0,0.9897041916847229,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
37252,this film asks the right questions at the right time in the history of our country ,1.0,0.9996401071548462,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
26398,warm ,1.0,0.9995474219322205,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
62547,'s never a dull moment in the giant spider invasion comic chiller ,1.0,0.9992990493774414,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
39996,shared by the nation at their sacrifice . ,1.0,0.9970210194587708,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
39737,a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety ,0.0,0.9995335340499878,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
45742,carved their own comfortable niche in the world ,1.0,0.999164342880249,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
35076,the film buzz and whir ; very little of it ,0.0,0.9991391897201538,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
46332,features a standout performance by diane lane ,1.0,0.9995624423027039,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
3923,it 's hard to imagine a more generic effort in the genre . ,0.0,0.9993152618408203,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
1331,bloody beauty as vivid ,1.0,0.999200165271759,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
3819,gross-out humor ,0.0,0.9992258548736572,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
53354,a dualistic battle between good and evil ,1.0,0.9865887761116028,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
4215,deliberately and skillfully ,1.0,0.9991095662117004,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
5094,feeble comedy ,0.0,0.9997275471687317,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
56979,some of the more overtly silly dialogue ,0.0,0.9991915822029114,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
43661,i know that i 'll never listen to marvin gaye or the supremes the same way again ,1.0,0.9993165731430054,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
60817,should dispel it ,1.0,0.9876576662063599,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
28776,what makes it interesting as a character study is the fact that the story is told from paul 's perspective ,1.0,0.998874843120575,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
59799,a stylistic ,1.0,0.6331778764724731,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
61628,the new film of anton chekhov 's the cherry orchard ,1.0,0.9857801795005798,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
44356,refracting all of world war ii through the specific conditions of one man ,1.0,0.9942609071731567,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
63070,guilt-free trip ,1.0,0.999346911907196,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
34526,be lost on the target audience ,0.0,0.9993768334388733,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
59176,full of the kind of obnoxious ,0.0,0.9991994500160217,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
19456,family togetherness takes a back seat to inter-family rivalry and workplace ambition ... whole subplots have no explanation or even plot relevance ,0.0,0.9995256662368774,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
50647,us ,1.0,0.6089483499526978,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
30813,viewers out in the cold and undermines some phenomenal performances . ,0.0,0.9992548823356628,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
62434,"we ca n't accuse kung pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie . ",0.0,0.9984973669052124,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
64327,'s crap on a leash -- far too polite to scale the lunatic heights of joe dante 's similarly styled gremlins . ,0.0,0.9992454051971436,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
45489,", evocative ",1.0,0.9990906715393066,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
17704,"designed as a reverie about memory and regret , but the only thing you 'll regret is remembering the experience of sitting through it ",0.0,0.9997246861457825,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
33117,fussy ,0.0,0.9988505840301514,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
16127,as shallow entertainment ,0.0,0.9997732043266296,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
48593,sit in neutral ,0.0,0.9917201995849609,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
8571,are limited and so embellished by editing that there 's really not much of a sense of action or even action-comedy . ,0.0,0.9994840621948242,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
5946,"it looks good , sonny , but you missed the point ",0.0,0.9988952875137329,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
34385,uneven performances and a spotty script ,0.0,0.999754011631012,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
16477,postcard perfect ,1.0,0.9990111589431763,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
61877,in the solemnity with which it tries to pump life into overworked elements from eastwood 's dirty harry period ,0.0,0.9992653727531433,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
57987,creepy-scary ,0.0,0.9903068542480469,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
28722,childhood imagination ,1.0,0.9993282556533813,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
55044,serves up with style and empathy ,1.0,0.9996222257614136,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
63725,be like trying to eat brussels sprouts ,0.0,0.9994117021560669,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
36222,was developed hastily after oedekerk ,0.0,0.9987375140190125,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
38430,feel like time fillers between surf shots . ,0.0,0.999255359172821,0,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
23102,i was entranced . ,1.0,0.9993745684623718,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
21769,as solid and as perfect as his outstanding performance as bond in die another day ,1.0,0.9995229244232178,1,"[36043, 27282, 48591, 29372, 22896, 35420, 42507, 4127]"
