target_idx,sentence,pred,prob,true_label,context_idx
65776,lilo & stitch has a number of other assets to commend it to movie audiences both innocent and jaded . ,1.0,0.7761455178260803,1,"[58632, 64978]"
14146,"sensitive , smart , savvy , compelling coming-of-age drama ",1.0,0.7440069913864136,1,"[58632, 64978]"
52191,all the comic possibilities of its situation ,1.0,0.7856300473213196,1,"[58632, 64978]"
813,us a slice of life that 's very different from our own and yet instantly recognizable ,1.0,0.8908458352088928,1,"[58632, 64978]"
8581,in alcatraz ' ... a cinematic corpse ,1.0,0.5725834369659424,0,"[58632, 64978]"
39696,dreadful romance ,0.0,0.47833719849586487,0,"[58632, 64978]"
23687,"a loud , brash and mainly unfunny high school comedy . ",1.0,0.6432299017906189,0,"[58632, 64978]"
16134,"a mushy , existential exploration of why men leave their families ",1.0,0.6715131998062134,0,"[58632, 64978]"
34430,is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics . ,1.0,0.5466294884681702,1,"[58632, 64978]"
25417,a shallow rumination on the emptiness of success ,1.0,0.5464247465133667,0,"[58632, 64978]"
15208,give it a marginal thumbs up ,1.0,0.7409995794296265,1,"[58632, 64978]"
56954,daring and beautifully made . ,1.0,0.9018887281417847,1,"[58632, 64978]"
36313,should be thrown back in the river ,1.0,0.6043300032615662,0,"[58632, 64978]"
31382,well-written and occasionally challenging social drama ,1.0,0.6568334698677063,1,"[58632, 64978]"
32810,character-driven storytelling ,1.0,0.6912083029747009,1,"[58632, 64978]"
53235,"to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting ",1.0,0.8523702621459961,0,"[58632, 64978]"
12568,lacks ,0.0,0.6700795292854309,0,"[58632, 64978]"
59428,"perception , conviction ",1.0,0.7004563808441162,1,"[58632, 64978]"
37091,adds an almost constant mindset of suspense ,1.0,0.8019611835479736,1,"[58632, 64978]"
35658,burnt out on it 's a wonderful life marathons and bored with a christmas carol ,1.0,0.6070420145988464,0,"[58632, 64978]"
56168,make like the title and dodge this one ,,0.076613649725914,0,"[58632, 64978]"
37009,dead gorgeous ,1.0,0.8083423376083374,1,"[58632, 64978]"
44421,might more accurately be titled mr. chips off the old block ,1.0,0.7375099062919617,0,"[58632, 64978]"
26827,film a must for everyone from junior scientists ,1.0,0.8961590528488159,1,"[58632, 64978]"
18148,an elegance and maturity ,1.0,0.8228898048400879,1,"[58632, 64978]"
63779,more grueling and ,1.0,0.47971493005752563,0,"[58632, 64978]"
19391,"tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality . ",1.0,0.5064433217048645,0,"[58632, 64978]"
45241,emotionally bruised characters ,1.0,0.6664949655532837,0,"[58632, 64978]"
18599,"a tired , unnecessary retread ... ",1.0,0.666359007358551,0,"[58632, 64978]"
2861,"loose , unaccountable ",1.0,0.6909511089324951,0,"[58632, 64978]"
54212,neither original ,0.0,0.5133165717124939,0,"[58632, 64978]"
25221,"some good , organic character work , ",1.0,0.8904051780700684,1,"[58632, 64978]"
67068,doubtful this listless feature will win him any new viewers ,1.0,0.603823721408844,0,"[58632, 64978]"
14026,bad acting ,1.0,0.5509926080703735,0,"[58632, 64978]"
4026,"it does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity . ",1.0,0.8846821188926697,1,"[58632, 64978]"
37796,... a funny yet dark and seedy clash of cultures and generations . ,1.0,0.7969432473182678,1,"[58632, 64978]"
50685,"the rich and sudden wisdom , the film ",1.0,0.6992510557174683,1,"[58632, 64978]"
31045,as one of the great films about movie love ,1.0,0.9470852613449097,1,"[58632, 64978]"
52250,have no bearing on the story ,0.0,0.4972894787788391,0,"[58632, 64978]"
57931,wickedly funny and ,1.0,0.7825756072998047,1,"[58632, 64978]"
46062,"filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy ",1.0,0.5629978179931641,0,"[58632, 64978]"
33962,if it were subtler ... or if it had a sense of humor ,1.0,0.7617127895355225,0,"[58632, 64978]"
